INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00001', 'ST0002', TO_TIMESTAMP('2025-01-15 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00403', 'ST0002', TO_TIMESTAMP('2025-09-02 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00404', 'ST0009', TO_TIMESTAMP('2025-10-14 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00405', 'ST0034', TO_TIMESTAMP('2025-09-03 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00406', 'ST0055', TO_TIMESTAMP('2025-09-04 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00407', 'ST0096', TO_TIMESTAMP('2025-09-05 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00408', 'ST0097', TO_TIMESTAMP('2025-09-06 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00409', 'ST0099', TO_TIMESTAMP('2025-10-15 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00410', 'ST0108', TO_TIMESTAMP('2025-09-07 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00411', 'ST0129', TO_TIMESTAMP('2025-09-08 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00412', 'ST0157', TO_TIMESTAMP('2025-09-09 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00413', 'ST0160', TO_TIMESTAMP('2025-09-10 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00414', 'ST0180', TO_TIMESTAMP('2025-10-16 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00415', 'ST0215', TO_TIMESTAMP('2025-09-11 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00416', 'ST0260', TO_TIMESTAMP('2025-09-12 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00417', 'ST0304', TO_TIMESTAMP('2025-09-13 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00418', 'ST0306', TO_TIMESTAMP('2025-09-14 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00419', 'ST0365', TO_TIMESTAMP('2025-10-17 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00420', 'ST0375', TO_TIMESTAMP('2025-09-15 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00421', 'ST0377', TO_TIMESTAMP('2025-09-16 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00422', 'ST0390', TO_TIMESTAMP('2025-09-17 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00423', 'ST0399', TO_TIMESTAMP('2025-09-18 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00424', 'ST0407', TO_TIMESTAMP('2025-10-18 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00425', 'ST0427', TO_TIMESTAMP('2025-09-19 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00426', 'ST0480', TO_TIMESTAMP('2025-09-20 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00427', 'ST0002', TO_TIMESTAMP('2025-09-21 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00428', 'ST0009', TO_TIMESTAMP('2025-09-22 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00429', 'ST0034', TO_TIMESTAMP('2025-10-19 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00430', 'ST0055', TO_TIMESTAMP('2025-09-23 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00431', 'ST0096', TO_TIMESTAMP('2025-09-24 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00432', 'ST0097', TO_TIMESTAMP('2025-09-25 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00433', 'ST0099', TO_TIMESTAMP('2025-09-26 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00434', 'ST0108', TO_TIMESTAMP('2025-10-20 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00435', 'ST0129', TO_TIMESTAMP('2025-09-27 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00436', 'ST0157', TO_TIMESTAMP('2025-09-28 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00437', 'ST0160', TO_TIMESTAMP('2025-09-29 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00438', 'ST0180', TO_TIMESTAMP('2025-09-30 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00439', 'ST0215', TO_TIMESTAMP('2025-10-21 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00440', 'ST0260', TO_TIMESTAMP('2025-10-01 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00441', 'ST0304', TO_TIMESTAMP('2025-10-02 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00442', 'ST0306', TO_TIMESTAMP('2025-10-03 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00443', 'ST0365', TO_TIMESTAMP('2025-10-04 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00444', 'ST0375', TO_TIMESTAMP('2025-10-22 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00445', 'ST0377', TO_TIMESTAMP('2025-10-05 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00446', 'ST0390', TO_TIMESTAMP('2025-10-06 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00447', 'ST0399', TO_TIMESTAMP('2025-10-07 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00448', 'ST0407', TO_TIMESTAMP('2025-10-08 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00449', 'ST0427', TO_TIMESTAMP('2025-10-23 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00450', 'ST0480', TO_TIMESTAMP('2025-10-09 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00451', 'ST0002', TO_TIMESTAMP('2025-10-10 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00452', 'ST0009', TO_TIMESTAMP('2025-10-11 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00453', 'ST0034', TO_TIMESTAMP('2025-10-12 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00454', 'ST0055', TO_TIMESTAMP('2025-10-13 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00455', 'ST0096', TO_TIMESTAMP('2025-10-14 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00456', 'ST0097', TO_TIMESTAMP('2025-10-15 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00457', 'ST0099', TO_TIMESTAMP('2025-10-16 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00458', 'ST0108', TO_TIMESTAMP('2025-10-17 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00459', 'ST0129', TO_TIMESTAMP('2025-10-18 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00460', 'ST0157', TO_TIMESTAMP('2025-10-19 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00461', 'ST0160', TO_TIMESTAMP('2025-10-20 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00462', 'ST0180', TO_TIMESTAMP('2025-10-21 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00463', 'ST0215', TO_TIMESTAMP('2025-10-22 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00464', 'ST0260', TO_TIMESTAMP('2025-10-23 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00465', 'ST0304', TO_TIMESTAMP('2025-10-24 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00466', 'ST0306', TO_TIMESTAMP('2025-10-25 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00467', 'ST0365', TO_TIMESTAMP('2025-10-26 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00468', 'ST0375', TO_TIMESTAMP('2025-10-27 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00469', 'ST0377', TO_TIMESTAMP('2025-10-28 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00470', 'ST0390', TO_TIMESTAMP('2025-10-29 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00471', 'ST0399', TO_TIMESTAMP('2025-10-30 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00472', 'ST0407', TO_TIMESTAMP('2025-10-31 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00473', 'ST0427', TO_TIMESTAMP('2025-11-01 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00474', 'ST0480', TO_TIMESTAMP('2025-11-02 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00475', 'ST0002', TO_TIMESTAMP('2025-11-03 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00476', 'ST0009', TO_TIMESTAMP('2025-11-04 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00477', 'ST0034', TO_TIMESTAMP('2025-11-05 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00478', 'ST0055', TO_TIMESTAMP('2025-11-06 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00479', 'ST0096', TO_TIMESTAMP('2025-11-07 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00480', 'ST0097', TO_TIMESTAMP('2025-11-08 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00481', 'ST0355', TO_TIMESTAMP('2025-07-15 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00482', 'ST0427', TO_TIMESTAMP('2025-07-16 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00483', 'ST0002', TO_TIMESTAMP('2025-07-17 09:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00484', 'ST0009', TO_TIMESTAMP('2025-07-18 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00485', 'ST0034', TO_TIMESTAMP('2025-09-10 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00486', 'ST0055', TO_TIMESTAMP('2025-07-19 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00487', 'ST0096', TO_TIMESTAMP('2025-07-20 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00488', 'ST0097', TO_TIMESTAMP('2025-09-10 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00489', 'ST0099', TO_TIMESTAMP('2025-07-21 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00490', 'ST0108', TO_TIMESTAMP('2025-07-22 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00491', 'ST0129', TO_TIMESTAMP('2025-07-23 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00492', 'ST0157', TO_TIMESTAMP('2025-07-24 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00493', 'ST0160', TO_TIMESTAMP('2025-07-25 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00494', 'ST0180', TO_TIMESTAMP('2025-07-26 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00495', 'ST0215', TO_TIMESTAMP('2025-09-12 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00496', 'ST0260', TO_TIMESTAMP('2025-07-27 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00497', 'ST0304', TO_TIMESTAMP('2025-07-28 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00498', 'ST0306', TO_TIMESTAMP('2025-07-29 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00499', 'ST0365', TO_TIMESTAMP('2025-07-30 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00500', 'ST0375', TO_TIMESTAMP('2025-09-15 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
