INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000001', 'CU0050', 'T00000000001', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-20 13:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00001', 'Payment for T00000000001', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000199', 'CU0085', 'T00000000199', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-05 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00199', 'Payment for T00000000199', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000200', 'CU0014', 'T00000000200', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-20 20:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00200', 'Payment for T00000000200', 'Credit Card', 'ticket');


INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000201', 'CU0049', 'T00000000201', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-14 11:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00201', 'Payment for T00000000201', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000202', 'CU0010', 'T00000000202', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-28 07:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00202', 'Payment for T00000000202', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000203', 'CU0075', 'T00000000203', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-07 09:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00203', 'Payment for T00000000203', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000204', 'CU0052', 'T00000000204', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-12 14:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00204', 'Payment for T00000000204', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000205', 'CU0078', 'T00000000205', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-19 15:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00205', 'Payment for T00000000205', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000206', 'CU0090', 'T00000000206', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-27 07:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00206', 'Payment for T00000000206', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000207', 'CU0018', 'T00000000207', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-24 06:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00207', 'Payment for T00000000207', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000208', 'CU0061', 'T00000000208', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-04 15:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00208', 'Payment for T00000000208', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000209', 'CU0065', 'T00000000209', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-17 10:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00209', 'Payment for T00000000209', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000210', 'CU0014', 'T00000000210', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-08 14:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00210', 'Payment for T00000000210', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000211', 'CU0074', 'T00000000211', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-29 13:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00211', 'Payment for T00000000211', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000212', 'CU0096', 'T00000000212', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-23 08:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00212', 'Payment for T00000000212', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000213', 'CU0030', 'T00000000213', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-06 14:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00213', 'Payment for T00000000213', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000214', 'CU0057', 'T00000000214', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-04 14:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00214', 'Payment for T00000000214', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000215', 'CU0064', 'T00000000215', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-18 10:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00215', 'Payment for T00000000215', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000216', 'CU0014', 'T00000000216', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-17 12:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00216', 'Payment for T00000000216', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000217', 'CU0065', 'T00000000217', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-25 18:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00217', 'Payment for T00000000217', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000218', 'CU0084', 'T00000000218', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-20 08:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00218', 'Payment for T00000000218', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000219', 'CU0053', 'T00000000219', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-16 18:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00219', 'Payment for T00000000219', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000220', 'CU0054', 'T00000000220', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-05 14:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00220', 'Payment for T00000000220', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000221', 'CU0086', 'T00000000221', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-13 15:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00221', 'Payment for T00000000221', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000222', 'CU0028', 'T00000000222', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-27 07:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00222', 'Payment for T00000000222', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000223', 'CU0054', 'T00000000223', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-04 07:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00223', 'Payment for T00000000223', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000224', 'CU0065', 'T00000000224', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-14 16:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00224', 'Payment for T00000000224', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000225', 'CU0067', 'T00000000225', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-05-24 17:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00225', 'Payment for T00000000225', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000226', 'CU0077', 'T00000000226', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-30 12:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00226', 'Payment for T00000000226', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000227', 'CU0010', 'T00000000227', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-19 13:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00227', 'Payment for T00000000227', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000228', 'CU0097', 'T00000000228', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-07 11:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00228', 'Payment for T00000000228', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000229', 'CU0002', 'T00000000229', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-08 17:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00229', 'Payment for T00000000229', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000230', 'CU0082', 'T00000000230', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-16 18:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00230', 'Payment for T00000000230', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000231', 'CU0051', 'T00000000231', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-02 14:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00231', 'Payment for T00000000231', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000232', 'CU0090', 'T00000000232', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-10 20:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00232', 'Payment for T00000000232', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000233', 'CU0031', 'T00000000233', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-08 07:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00233', 'Payment for T00000000233', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000234', 'CU0025', 'T00000000234', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-03 20:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00234', 'Payment for T00000000234', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000235', 'CU0027', 'T00000000235', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-10 12:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00235', 'Payment for T00000000235', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000236', 'CU0097', 'T00000000236', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-11 17:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00236', 'Payment for T00000000236', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000237', 'CU0080', 'T00000000237', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-16 17:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00237', 'Payment for T00000000237', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000238', 'CU0018', 'T00000000238', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-05-03 09:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00238', 'Payment for T00000000238', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000239', 'CU0052', 'T00000000239', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-19 10:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00239', 'Payment for T00000000239', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000240', 'CU0044', 'T00000000240', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-01 16:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00240', 'Payment for T00000000240', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000241', 'CU0036', 'T00000000241', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-10 16:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00241', 'Payment for T00000000241', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000242', 'CU0078', 'T00000000242', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-10 19:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00242', 'Payment for T00000000242', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000243', 'CU0052', 'T00000000243', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-15 09:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00243', 'Payment for T00000000243', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000244', 'CU0047', 'T00000000244', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-25 08:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00244', 'Payment for T00000000244', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000245', 'CU0100', 'T00000000245', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-10 16:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00245', 'Payment for T00000000245', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000246', 'CU0035', 'T00000000246', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-13 13:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00246', 'Payment for T00000000246', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000247', 'CU0079', 'T00000000247', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-12 14:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00247', 'Payment for T00000000247', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000248', 'CU0079', 'T00000000248', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-05 18:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00248', 'Payment for T00000000248', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000249', 'CU0046', 'T00000000249', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-29 18:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00249', 'Payment for T00000000249', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000250', 'CU0032', 'T00000000250', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-05-01 07:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00250', 'Payment for T00000000250', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000251', 'CU0082', 'T00000000251', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-05-19 20:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00251', 'Payment for T00000000251', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000252', 'CU0015', 'T00000000252', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-18 12:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00252', 'Payment for T00000000252', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000253', 'CU0043', 'T00000000253', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-01 08:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00253', 'Payment for T00000000253', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000254', 'CU0020', 'T00000000254', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-30 11:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00254', 'Payment for T00000000254', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000255', 'CU0056', 'T00000000255', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-05-21 09:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00255', 'Payment for T00000000255', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000256', 'CU0076', 'T00000000256', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-05 09:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00256', 'Payment for T00000000256', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000257', 'CU0037', 'T00000000257', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-17 18:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00257', 'Payment for T00000000257', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000258', 'CU0063', 'T00000000258', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-11 13:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00258', 'Payment for T00000000258', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000259', 'CU0082', 'T00000000259', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-05-11 12:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00259', 'Payment for T00000000259', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000260', 'CU0089', 'T00000000260', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-06 19:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00260', 'Payment for T00000000260', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000261', 'CU0044', 'T00000000261', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-08 18:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00261', 'Payment for T00000000261', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000262', 'CU0085', 'T00000000262', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-05-05 15:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00262', 'Payment for T00000000262', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000263', 'CU0098', 'T00000000263', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-05-22 17:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00263', 'Payment for T00000000263', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000264', 'CU0030', 'T00000000264', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-10 09:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00264', 'Payment for T00000000264', 'Credit Card', 'ticket');
