INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40001, 4289, 80069, 50030, TO_DATE('2022-06-24 02:25:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-11-26 04:22:18', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9517, 8382, 7019, 'Rental', 543, TO_DATE('2023-09-18 06:14:54', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9517', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9518, 8346, 7012, 'Rental', 581, TO_DATE('2022-10-08 04:19:00', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9518', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9519, 8335, 7005, 'Rental', 1162, TO_DATE('2021-05-02 13:09:08', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9519', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9520, 8335, 7020, 'Rental', 925, TO_DATE('2020-06-17 17:42:54', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9520', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9521, 8186, 7006, 'Rental', 1394, TO_DATE('2020-04-11 19:37:19', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9521', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9522, 8291, 7003, 'Rental', 1278, TO_DATE('2020-09-19 13:50:51', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9522', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9523, 8216, 7009, 'Rental', 605, TO_DATE('2023-11-07 18:52:45', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9523', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9524, 8079, 7013, 'Rental', 1011, TO_DATE('2021-12-17 02:41:40', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9524', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9525, 8155, 7004, 'Rental', 900, TO_DATE('2021-09-24 06:22:17', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9525', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9526, 8250, 7014, 'Rental', 725, TO_DATE('2023-12-18 01:17:55', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9526', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9527, 8287, 7005, 'Rental', 1474, TO_DATE('2022-02-07 09:55:24', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9527', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9528, 8142, 7005, 'Rental', 1416, TO_DATE('2020-03-20 13:58:02', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9528', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9529, 8302, 7014, 'Rental', 1282, TO_DATE('2021-09-04 12:09:29', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9529', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9530, 8178, 7017, 'Rental', 966, TO_DATE('2022-12-06 16:43:43', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9530', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9531, 8092, 7011, 'Rental', 1404, TO_DATE('2023-03-18 13:04:10', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9531', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9532, 8039, 7007, 'Rental', 780, TO_DATE('2020-10-18 14:54:50', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9532', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9533, 8086, 7009, 'Rental', 631, TO_DATE('2020-03-20 20:52:45', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9533', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9534, 8441, 7018, 'Rental', 1480, TO_DATE('2022-04-26 07:24:07', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9534', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9535, 8213, 7011, 'Rental', 596, TO_DATE('2020-12-19 21:42:34', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9535', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9536, 8063, 7020, 'Rental', 1401, TO_DATE('2021-03-19 09:44:30', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9536', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9537, 8111, 7007, 'Rental', 1202, TO_DATE('2021-05-31 18:21:01', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9537', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9538, 8103, 7014, 'Rental', 784, TO_DATE('2020-01-25 01:24:49', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9538', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9539, 8136, 7019, 'Rental', 659, TO_DATE('2023-07-15 06:39:20', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9539', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9540, 8178, 7007, 'Rental', 1166, TO_DATE('2022-05-21 23:45:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9540', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9541, 8137, 7017, 'Rental', 838, TO_DATE('2021-12-18 14:00:48', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9541', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9542, 8116, 7013, 'Rental', 754, TO_DATE('2023-10-28 13:42:33', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9542', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9543, 8237, 7010, 'Rental', 1017, TO_DATE('2023-06-24 04:44:51', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9543', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9544, 8423, 7011, 'Rental', 729, TO_DATE('2023-02-04 07:07:43', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9544', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9545, 8176, 7015, 'Rental', 1114, TO_DATE('2021-06-18 08:07:19', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9545', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9546, 8490, 7020, 'Rental', 893, TO_DATE('2021-11-09 21:19:54', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9546', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9547, 8451, 7011, 'Rental', 962, TO_DATE('2020-04-04 09:34:18', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9547', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9548, 8036, 7014, 'Rental', 800, TO_DATE('2023-07-16 19:08:26', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9548', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9549, 8306, 7012, 'Rental', 859, TO_DATE('2023-02-12 17:37:29', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9549', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9550, 8306, 7019, 'Rental', 950, TO_DATE('2020-11-23 21:08:40', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9550', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9551, 8060, 7001, 'Rental', 1344, TO_DATE('2021-09-11 22:23:16', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9551', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9552, 8365, 7013, 'Rental', 1039, TO_DATE('2021-12-01 09:46:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9552', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9553, 8113, 7008, 'Rental', 899, TO_DATE('2021-05-08 17:12:00', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9553', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9554, 8131, 7016, 'Rental', 898, TO_DATE('2023-07-12 19:39:45', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9554', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9555, 8357, 7004, 'Rental', 934, TO_DATE('2021-03-10 19:51:21', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9555', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9556, 8016, 7010, 'Rental', 914, TO_DATE('2021-05-07 09:15:46', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9556', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9557, 8052, 7017, 'Rental', 888, TO_DATE('2022-04-17 12:05:07', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9557', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9558, 8271, 7011, 'Rental', 1086, TO_DATE('2023-01-20 11:40:56', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9558', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9559, 8239, 7007, 'Rental', 687, TO_DATE('2022-08-09 12:18:32', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9559', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9560, 8286, 7016, 'Rental', 906, TO_DATE('2023-06-27 00:18:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9560', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9561, 8035, 7004, 'Rental', 710, TO_DATE('2021-07-24 10:55:20', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9561', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9562, 8134, 7012, 'Rental', 1066, TO_DATE('2023-04-08 09:29:52', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9562', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9563, 8486, 7001, 'Rental', 1302, TO_DATE('2020-04-14 11:03:17', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9563', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9564, 8191, 7013, 'Rental', 699, TO_DATE('2020-04-06 19:18:34', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9564', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9565, 8083, 7012, 'Rental', 1179, TO_DATE('2022-09-12 06:40:32', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9565', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9566, 8487, 7010, 'Rental', 624, TO_DATE('2022-12-22 02:43:10', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9566', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9567, 8013, 7013, 'Rental', 1451, TO_DATE('2020-11-27 16:20:58', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9567', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9568, 8188, 7001, 'Rental', 1216, TO_DATE('2022-08-10 15:45:05', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9568', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9569, 8401, 7013, 'Rental', 706, TO_DATE('2022-01-25 03:59:02', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9569', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9570, 8141, 7015, 'Rental', 956, TO_DATE('2023-03-09 10:44:04', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9570', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9571, 8251, 7001, 'Rental', 791, TO_DATE('2023-12-09 01:43:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9571', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9572, 8381, 7015, 'Rental', 813, TO_DATE('2023-05-24 05:09:42', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9572', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9573, 8158, 7006, 'Rental', 556, TO_DATE('2023-11-14 07:59:15', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9573', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9574, 8212, 7006, 'Rental', 1180, TO_DATE('2020-02-27 15:10:47', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9574', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9575, 8069, 7002, 'Rental', 1215, TO_DATE('2022-08-12 19:48:49', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9575', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9576, 8289, 7001, 'Rental', 833, TO_DATE('2023-05-27 17:33:59', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9576', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9577, 8321, 7011, 'Rental', 1061, TO_DATE('2023-07-13 02:18:46', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9577', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9578, 8291, 7020, 'Rental', 867, TO_DATE('2021-02-10 02:07:16', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9578', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9579, 8048, 7017, 'Rental', 1484, TO_DATE('2021-08-25 23:44:03', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9579', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9580, 8476, 7019, 'Rental', 1298, TO_DATE('2021-04-30 08:47:41', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9580', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9581, 8017, 7010, 'Rental', 583, TO_DATE('2020-01-17 11:38:56', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9581', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9582, 8447, 7003, 'Rental', 1120, TO_DATE('2021-07-17 11:35:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9582', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9583, 8432, 7004, 'Rental', 922, TO_DATE('2020-03-21 21:25:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9583', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9584, 8111, 7005, 'Rental', 995, TO_DATE('2022-07-04 18:53:03', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9584', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9585, 8378, 7017, 'Rental', 709, TO_DATE('2021-03-19 10:41:35', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9585', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9586, 8436, 7018, 'Rental', 1243, TO_DATE('2022-05-21 17:01:19', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9586', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9587, 8248, 7004, 'Rental', 1084, TO_DATE('2023-03-15 04:57:58', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9587', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9588, 8270, 7020, 'Rental', 1036, TO_DATE('2022-04-03 14:11:56', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9588', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9589, 8101, 7009, 'Rental', 599, TO_DATE('2022-03-20 03:38:15', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9589', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9590, 8367, 7008, 'Rental', 1146, TO_DATE('2021-05-28 05:07:35', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9590', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9591, 8461, 7010, 'Rental', 1031, TO_DATE('2021-05-13 09:13:32', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9591', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9592, 8266, 7016, 'Rental', 1042, TO_DATE('2023-05-22 05:07:28', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9592', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9593, 8471, 7001, 'Rental', 1079, TO_DATE('2022-05-04 21:51:23', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9593', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9594, 8463, 7008, 'Rental', 1186, TO_DATE('2021-04-09 16:26:18', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9594', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9595, 8420, 7010, 'Rental', 945, TO_DATE('2020-10-10 06:54:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9595', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9596, 8234, 7005, 'Rental', 793, TO_DATE('2022-08-06 09:21:11', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9596', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9597, 8417, 7013, 'Rental', 1250, TO_DATE('2023-10-01 21:07:56', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9597', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9598, 8306, 7005, 'Rental', 629, TO_DATE('2020-04-01 12:20:32', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9598', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9599, 8393, 7001, 'Rental', 599, TO_DATE('2020-05-22 14:39:29', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9599', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9600, 8208, 7015, 'Rental', 681, TO_DATE('2022-02-06 20:40:00', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9600', 'Monthly rent');
